pickup_datetime,dropoff_datetime,pickup_region,dropoff_region,fare_amount,trip_distance
2024-06-14 04:43:14,2024-06-14 05:01:14,房山区,西城区,36.5,12.4
2024-06-23 09:07:12,2024-06-23 09:34:12,西城区,东城区,31.0,9.3
2024-06-05 17:38:42,2024-06-05 17:41:42,海淀区,丰台区,15.6,1.0
2024-06-14 04:20:04,2024-06-14 04:23:04,海淀区,大兴区,16.7,1.0
2024-06-06 12:46:51,2024-06-06 12:51:51,朝阳区,西城区,13.2,2.8
2024-06-26 18:31:33,2024-06-26 18:59:33,丰台区,丰台区,30.8,9.1
2024-06-09 19:28:26,2024-06-09 20:08:26,海淀区,东城区,24.2,6.6
2024-06-08 15:30:40,2024-06-08 15:43:40,海淀区,海淀区,15.8,2.7
2024-06-12 12:16:53,2024-06-12 12:21:53,昌平区,东城区,13.1,2.0
2024-06-10 13:49:11,2024-06-10 14:02:11,房山区,昌平区,16.1,2.2
2024-06-30 11:16:52,2024-06-30 11:34:52,东城区,顺义区,29.2,8.7
2024-06-28 12:59:36,2024-06-28 13:02:36,昌平区,通州区,17.0,1.0
2024-07-01 01:19:07,2024-07-01 01:35:07,海淀区,西城区,35.2,11.8
2024-06-22 14:07:36,2024-06-22 14:47:36,大兴区,朝阳区,49.0,17.2
2024-06-18 08:20:14,2024-06-18 08:44:14,顺义区,房山区,40.0,13.7
2024-06-03 13:24:22,2024-06-03 13:47:22,丰台区,门头沟区,37.2,12.6
2024-06-19 12:07:35,2024-06-19 12:23:35,房山区,朝阳区,27.7,8.0
2024-07-01 11:10:29,2024-07-01 11:20:29,海淀区,房山区,27.6,8.5
2024-06-04 04:41:20,2024-06-04 05:06:20,西城区,东城区,34.9,10.7
2024-06-13 18:29:35,2024-06-13 18:32:35,顺义区,通州区,13.9,1.0
2024-06-15 08:41:15,2024-06-15 08:48:15,东城区,房山区,17.6,4.7
2024-06-21 10:21:02,2024-06-21 10:37:02,朝阳区,朝阳区,29.0,9.9
2024-06-23 14:27:17,2024-06-23 14:44:17,门头沟区,东城区,23.7,6.7
2024-06-21 18:09:14,2024-06-21 18:52:14,朝阳区,昌平区,41.5,14.9
2024-06-29 13:11:35,2024-06-29 13:26:35,顺义区,丰台区,33.6,10.3
2024-06-21 00:02:16,2024-06-21 00:15:16,丰台区,丰台区,23.9,7.0
2024-06-09 12:58:56,2024-06-09 13:29:56,西城区,石景山区,32.2,10.1
2024-06-23 19:02:20,2024-06-23 19:05:20,东城区,海淀区,16.3,1.0
2024-06-09 22:20:48,2024-06-09 22:37:48,东城区,朝阳区,36.4,11.0
2024-06-19 14:12:00,2024-06-19 14:45:00,顺义区,海淀区,24.0,6.8
2024-06-24 12:56:03,2024-06-24 12:59:03,西城区,丰台区,17.9,1.0
2024-06-25 07:02:27,2024-06-25 07:10:27,朝阳区,昌平区,20.0,4.5
2024-06-14 12:45:48,2024-06-14 12:49:48,朝阳区,朝阳区,13.9,1.5
2024-06-20 07:09:38,2024-06-20 07:26:38,大兴区,门头沟区,32.5,9.6
2024-06-18 14:47:14,2024-06-18 15:18:14,朝阳区,昌平区,38.2,13.0
2024-06-02 11:10:33,2024-06-02 11:33:33,西城区,西城区,21.9,6.7
2024-06-25 19:46:44,2024-06-25 20:03:44,东城区,顺义区,25.0,7.9
2024-06-18 09:16:24,2024-06-18 09:35:24,东城区,门头沟区,32.4,10.4
2024-06-28 15:09:47,2024-06-28 15:29:47,朝阳区,西城区,27.3,7.9
2024-06-26 10:12:16,2024-06-26 10:35:16,顺义区,昌平区,22.5,5.8
2024-06-16 14:37:56,2024-06-16 14:47:56,海淀区,石景山区,25.1,6.1
2024-06-28 13:56:28,2024-06-28 14:29:28,朝阳区,东城区,35.3,11.0
2024-06-02 18:05:50,2024-06-02 18:16:50,东城区,西城区,30.5,8.7
2024-06-21 15:09:25,2024-06-21 15:30:25,昌平区,顺义区,38.5,13.2
2024-06-13 13:42:39,2024-06-13 13:49:39,顺义区,西城区,13.9,3.0
2024-06-05 07:00:27,2024-06-05 07:24:27,朝阳区,丰台区,39.6,13.5
2024-06-13 11:21:02,2024-06-13 11:42:02,石景山区,通州区,32.3,9.5
2024-06-01 06:55:11,2024-06-01 07:10:11,西城区,海淀区,24.6,6.6
2024-06-23 05:47:23,2024-06-23 06:19:23,西城区,通州区,51.3,18.8
2024-06-08 17:42:49,2024-06-08 17:47:49,石景山区,昌平区,17.7,2.5
2024-06-15 15:51:24,2024-06-15 15:54:24,昌平区,朝阳区,17.3,2.0
2024-06-21 13:40:54,2024-06-21 13:43:54,顺义区,门头沟区,14.8,1.0
2024-06-12 20:54:38,2024-06-12 21:06:38,东城区,大兴区,25.8,8.4
2024-06-04 18:03:44,2024-06-04 18:06:44,通州区,房山区,14.1,1.0
2024-06-22 13:09:47,2024-06-22 13:28:47,朝阳区,房山区,41.4,13.6
2024-06-30 18:06:35,2024-06-30 18:30:35,通州区,房山区,46.0,16.0
2024-06-18 10:27:48,2024-06-18 10:36:48,海淀区,大兴区,26.0,6.5
2024-06-03 14:11:40,2024-06-03 14:20:40,丰台区,丰台区,18.1,4.3
2024-06-26 11:50:45,2024-06-26 11:53:45,房山区,顺义区,14.5,1.0
2024-06-22 09:24:26,2024-06-22 09:27:26,石景山区,昌平区,16.1,1.0
2024-06-26 07:22:43,2024-06-26 08:06:43,丰台区,大兴区,24.3,7.4
2024-06-12 14:39:03,2024-06-12 14:48:03,大兴区,东城区,22.9,6.0
2024-06-15 09:10:34,2024-06-15 09:51:34,朝阳区,丰台区,28.5,8.8
2024-06-30 15:20:39,2024-06-30 15:23:39,海淀区,朝阳区,17.0,1.0
2024-06-21 15:34:31,2024-06-21 15:41:31,石景山区,房山区,17.6,4.5
2024-06-05 17:31:39,2024-06-05 17:43:39,房山区,丰台区,19.8,5.3
2024-06-03 19:29:16,2024-06-03 20:04:16,东城区,朝阳区,52.9,19.3
2024-06-13 13:23:09,2024-06-13 14:04:09,东城区,顺义区,22.0,6.9
2024-06-27 13:04:54,2024-06-27 13:23:54,西城区,大兴区,33.6,10.9
2024-06-21 09:43:36,2024-06-21 09:52:36,大兴区,东城区,23.3,5.3
2024-06-03 07:48:55,2024-06-03 08:14:55,昌平区,门头沟区,25.2,8.2
2024-06-27 13:13:37,2024-06-27 13:34:37,海淀区,海淀区,32.2,11.0
2024-06-17 11:01:48,2024-06-17 11:10:48,朝阳区,顺义区,16.9,3.4
2024-06-11 17:02:45,2024-06-11 17:25:45,朝阳区,海淀区,39.2,13.9
2024-06-29 10:44:17,2024-06-29 10:55:17,大兴区,门头沟区,19.0,5.0
2024-06-18 07:29:06,2024-06-18 07:46:06,东城区,大兴区,31.7,10.5
2024-06-11 14:04:21,2024-06-11 14:10:21,朝阳区,昌平区,16.6,1.0
2024-06-17 12:02:59,2024-06-17 12:19:59,海淀区,海淀区,26.2,8.7
2024-06-29 08:14:50,2024-06-29 08:45:50,朝阳区,石景山区,30.4,8.6
2024-06-19 16:25:58,2024-06-19 17:05:58,朝阳区,昌平区,25.7,6.6
2024-06-20 21:42:56,2024-06-20 22:07:56,东城区,朝阳区,38.4,13.5
2024-06-18 07:43:45,2024-06-18 07:52:45,石景山区,大兴区,21.1,5.2
2024-06-09 12:20:22,2024-06-09 13:08:22,海淀区,通州区,43.7,15.0
2024-06-20 12:43:46,2024-06-20 13:02:46,通州区,西城区,26.8,8.2
2024-06-26 11:37:43,2024-06-26 11:53:43,海淀区,丰台区,25.5,6.9
2024-06-07 16:08:48,2024-06-07 16:11:48,海淀区,海淀区,15.0,1.0
2024-06-27 13:10:03,2024-06-27 13:13:03,顺义区,通州区,17.8,1.0
2024-06-23 12:02:32,2024-06-23 12:05:32,通州区,丰台区,14.0,1.0
2024-06-25 18:06:35,2024-06-25 18:18:35,丰台区,昌平区,34.6,10.5
2024-06-15 17:40:56,2024-06-15 18:20:56,朝阳区,昌平区,33.7,10.6
2024-06-04 14:33:10,2024-06-04 14:36:10,朝阳区,朝阳区,17.6,1.0
2024-06-18 19:40:39,2024-06-18 19:52:39,西城区,通州区,24.1,7.1
2024-06-02 07:46:48,2024-06-02 08:07:48,东城区,丰台区,37.4,11.8
2024-06-19 17:20:04,2024-06-19 17:41:04,通州区,西城区,37.5,12.1
2024-06-01 12:57:17,2024-06-01 13:10:17,朝阳区,昌平区,27.9,8.0
2024-06-17 16:43:16,2024-06-17 16:54:16,朝阳区,通州区,17.7,3.4
2024-06-04 06:17:29,2024-06-04 06:41:29,西城区,海淀区,28.3,9.4
2024-06-24 18:55:30,2024-06-24 19:07:30,海淀区,海淀区,27.8,9.3
2024-06-22 16:13:55,2024-06-22 16:35:55,朝阳区,门头沟区,30.8,8.6
2024-06-04 11:08:39,2024-06-04 11:40:39,顺义区,顺义区,24.5,7.9
2024-06-29 17:16:24,2024-06-29 17:54:24,丰台区,海淀区,32.8,9.6
2024-06-12 07:19:42,2024-06-12 07:55:42,东城区,顺义区,42.6,14.3
2024-06-19 19:11:00,2024-06-19 19:50:00,西城区,海淀区,40.8,13.5
2024-06-10 09:43:47,2024-06-10 09:50:47,顺义区,大兴区,17.1,3.7
2024-06-13 12:43:23,2024-06-13 13:33:23,东城区,通州区,36.8,13.3
2024-06-15 15:30:43,2024-06-15 15:54:43,西城区,石景山区,35.3,10.8
2024-06-14 20:41:39,2024-06-14 21:02:39,大兴区,朝阳区,35.1,11.0
2024-06-06 11:28:15,2024-06-06 11:36:15,昌平区,海淀区,21.8,5.9
2024-06-19 08:56:08,2024-06-19 09:20:08,西城区,昌平区,41.1,13.1
2024-06-05 17:51:03,2024-06-05 17:54:03,海淀区,大兴区,15.3,1.0
2024-06-20 14:04:57,2024-06-20 14:11:57,大兴区,门头沟区,17.7,2.1
2024-06-23 19:12:47,2024-06-23 19:32:47,海淀区,朝阳区,27.5,7.4
2024-06-08 20:23:07,2024-06-08 20:47:07,房山区,顺义区,30.5,9.3
2024-06-21 18:52:23,2024-06-21 19:02:23,石景山区,海淀区,20.9,4.7
2024-06-19 19:52:44,2024-06-19 20:02:44,东城区,房山区,17.8,4.8
2024-06-28 11:22:29,2024-06-28 12:11:29,丰台区,海淀区,40.0,14.2
2024-06-11 18:02:22,2024-06-11 18:51:22,东城区,门头沟区,55.9,21.4
2024-06-03 10:16:43,2024-06-03 10:19:43,海淀区,顺义区,15.6,1.0
2024-06-06 05:37:44,2024-06-06 06:09:44,西城区,大兴区,48.7,18.5
2024-06-21 17:59:14,2024-06-21 18:12:14,朝阳区,顺义区,31.5,9.5
2024-06-04 08:34:15,2024-06-04 08:37:15,海淀区,房山区,14.3,1.0
2024-06-21 15:45:52,2024-06-21 15:56:52,顺义区,通州区,22.5,5.7
2024-06-03 19:57:36,2024-06-03 20:08:36,海淀区,西城区,28.2,7.5
2024-06-28 18:52:58,2024-06-28 19:07:58,昌平区,大兴区,22.8,7.1
2024-06-29 07:05:33,2024-06-29 07:25:33,朝阳区,顺义区,33.3,9.7
2024-06-23 13:53:45,2024-06-23 14:08:45,大兴区,顺义区,29.1,8.4
2024-06-12 07:14:44,2024-06-12 07:50:44,房山区,顺义区,34.8,12.4
2024-06-01 18:06:04,2024-06-01 18:18:04,石景山区,西城区,25.0,8.1
2024-06-16 17:23:12,2024-06-16 17:36:12,昌平区,海淀区,20.5,6.1
2024-06-02 18:55:24,2024-06-02 19:13:24,海淀区,丰台区,38.0,12.0
2024-06-21 14:59:32,2024-06-21 15:12:32,顺义区,门头沟区,21.6,6.5
2024-06-06 08:39:48,2024-06-06 09:02:48,顺义区,朝阳区,33.9,11.1
2024-06-01 08:56:47,2024-06-01 09:13:47,东城区,大兴区,29.4,9.5
2024-06-20 18:20:51,2024-06-20 18:42:51,昌平区,门头沟区,39.8,12.8
2024-06-04 18:12:36,2024-06-04 18:15:36,通州区,石景山区,15.5,1.0
2024-06-09 19:15:49,2024-06-09 19:36:49,朝阳区,石景山区,37.4,12.9
2024-06-12 12:04:03,2024-06-12 12:21:03,西城区,西城区,26.8,7.5
2024-06-13 08:25:06,2024-06-13 08:46:06,东城区,丰台区,39.7,12.5
2024-06-30 14:02:01,2024-06-30 14:11:01,东城区,海淀区,22.0,6.6
2024-06-10 11:51:57,2024-06-10 12:26:57,顺义区,通州区,52.5,19.9
2024-06-08 17:59:59,2024-06-08 18:28:59,朝阳区,门头沟区,36.0,12.5
2024-06-14 19:13:10,2024-06-14 19:45:10,海淀区,朝阳区,21.3,5.3
2024-06-30 17:38:53,2024-06-30 18:24:53,朝阳区,通州区,40.1,14.3
2024-06-05 06:15:46,2024-06-05 06:48:46,海淀区,石景山区,47.0,16.7
2024-06-23 12:49:27,2024-06-23 12:52:27,海淀区,顺义区,13.7,1.0
2024-06-15 11:31:01,2024-06-15 12:07:01,海淀区,海淀区,35.0,10.7
2024-06-15 08:12:30,2024-06-15 08:27:30,石景山区,丰台区,30.0,9.0
2024-06-27 07:53:46,2024-06-27 08:59:46,东城区,顺义区,36.3,11.0
2024-06-06 09:28:22,2024-06-06 09:45:22,丰台区,朝阳区,30.8,9.0
2024-06-11 19:03:25,2024-06-11 19:16:25,通州区,门头沟区,27.3,7.6
2024-06-10 17:18:35,2024-06-10 17:28:35,东城区,朝阳区,20.5,4.7
2024-06-21 12:42:02,2024-06-21 12:50:02,顺义区,大兴区,20.6,4.6
2024-06-02 17:25:08,2024-06-02 17:31:08,东城区,东城区,20.1,5.1
2024-06-05 12:25:45,2024-06-05 12:34:45,顺义区,门头沟区,21.0,4.8
2024-06-08 21:55:27,2024-06-08 21:58:27,海淀区,石景山区,17.1,1.6
2024-06-20 19:48:54,2024-06-20 19:53:54,海淀区,顺义区,18.5,4.3
2024-06-30 17:51:19,2024-06-30 18:37:19,丰台区,石景山区,33.5,10.9
2024-06-10 08:22:45,2024-06-10 08:41:45,朝阳区,房山区,28.3,9.2
2024-06-20 12:13:19,2024-06-20 12:40:19,海淀区,门头沟区,25.3,6.7
2024-06-29 12:03:05,2024-06-29 12:12:05,朝阳区,朝阳区,23.0,5.5
2024-06-11 14:54:06,2024-06-11 15:23:06,海淀区,昌平区,48.9,18.0
2024-06-05 04:17:59,2024-06-05 04:51:59,海淀区,房山区,38.7,13.2
2024-06-18 09:35:48,2024-06-18 10:02:48,通州区,丰台区,45.1,16.0
2024-06-07 13:53:45,2024-06-07 14:02:45,海淀区,顺义区,16.2,3.4
2024-06-27 18:50:05,2024-06-27 19:12:05,朝阳区,朝阳区,31.6,9.8
2024-06-03 15:52:47,2024-06-03 15:55:47,海淀区,东城区,14.0,1.0
2024-06-05 21:17:57,2024-06-05 21:37:57,丰台区,通州区,31.3,9.2
2024-06-28 07:09:58,2024-06-28 07:20:58,顺义区,房山区,25.5,6.3
2024-06-21 13:49:06,2024-06-21 14:04:06,朝阳区,海淀区,24.7,8.0
2024-06-05 18:30:15,2024-06-05 18:37:15,丰台区,门头沟区,21.3,5.9
2024-06-02 20:53:31,2024-06-02 20:56:31,东城区,大兴区,17.8,1.0
2024-06-27 05:30:51,2024-06-27 05:36:51,西城区,西城区,15.4,3.9
2024-06-25 17:32:10,2024-06-25 17:49:10,朝阳区,丰台区,25.2,6.5
2024-06-21 11:58:09,2024-06-21 12:25:09,东城区,门头沟区,47.2,16.7
2024-06-13 17:39:46,2024-06-13 17:42:46,朝阳区,海淀区,14.1,1.0
2024-06-18 05:36:22,2024-06-18 05:40:22,门头沟区,门头沟区,17.5,1.4
2024-06-21 12:59:02,2024-06-21 13:20:02,朝阳区,昌平区,45.9,15.9
2024-06-18 22:43:05,2024-06-18 23:04:05,大兴区,海淀区,39.5,13.9
2024-06-17 13:27:53,2024-06-17 13:34:53,西城区,西城区,16.2,3.9
2024-06-25 15:08:48,2024-06-25 15:11:48,朝阳区,大兴区,17.8,1.9
2024-06-18 16:30:47,2024-06-18 16:34:47,丰台区,东城区,15.2,2.7
2024-06-13 19:27:35,2024-06-13 19:40:35,东城区,门头沟区,25.2,6.3
2024-06-06 17:48:15,2024-06-06 18:15:15,海淀区,门头沟区,30.5,9.3
2024-06-13 07:40:00,2024-06-13 07:54:00,门头沟区,大兴区,32.8,11.2
2024-06-21 13:05:30,2024-06-21 13:08:30,昌平区,丰台区,16.3,1.0
2024-06-13 17:52:56,2024-06-13 18:12:56,海淀区,通州区,44.9,15.8
2024-06-23 18:58:57,2024-06-23 19:20:57,通州区,东城区,43.2,15.2
2024-06-21 09:46:04,2024-06-21 10:33:04,石景山区,海淀区,26.3,7.9
2024-06-26 10:24:20,2024-06-26 10:44:20,丰台区,顺义区,31.0,9.5
2024-06-02 06:28:36,2024-06-02 06:43:36,朝阳区,通州区,24.8,6.6
2024-06-09 13:20:13,2024-06-09 13:28:13,西城区,门头沟区,19.4,5.2
2024-06-26 16:34:18,2024-06-26 16:43:18,东城区,海淀区,20.9,6.2
2024-06-30 11:48:44,2024-06-30 11:51:44,朝阳区,大兴区,14.3,3.0
2024-06-17 12:25:50,2024-06-17 12:28:50,西城区,石景山区,17.2,1.8
2024-06-22 14:33:07,2024-06-22 15:00:07,海淀区,门头沟区,52.4,18.3
2024-06-03 14:17:45,2024-06-03 14:20:45,丰台区,昌平区,14.5,1.0
2024-06-10 17:05:43,2024-06-10 17:30:43,丰台区,大兴区,43.5,14.6
2024-06-25 07:38:07,2024-06-25 07:57:07,海淀区,通州区,32.8,9.6
2024-06-22 10:07:00,2024-06-22 10:35:00,通州区,丰台区,31.6,10.8
2024-06-07 11:16:23,2024-06-07 11:21:23,丰台区,朝阳区,16.2,3.9
2024-06-25 12:57:07,2024-06-25 13:15:07,西城区,房山区,32.3,10.5
2024-06-03 09:49:44,2024-06-03 10:00:44,大兴区,大兴区,21.1,5.9
2024-06-02 14:22:45,2024-06-02 14:25:45,昌平区,大兴区,15.8,1.4
2024-06-04 09:48:54,2024-06-04 10:28:54,西城区,通州区,71.1,26.6
2024-06-29 23:19:52,2024-06-29 23:46:52,通州区,西城区,49.6,17.1
2024-06-23 17:49:02,2024-06-23 17:52:02,海淀区,石景山区,17.0,1.0
2024-06-20 18:48:37,2024-06-20 19:17:37,丰台区,石景山区,37.9,12.5
2024-06-01 09:24:14,2024-06-01 09:46:14,朝阳区,西城区,38.3,13.9
2024-06-13 17:57:11,2024-06-13 18:36:11,东城区,丰台区,34.2,10.8
2024-06-11 12:17:25,2024-06-11 12:20:25,通州区,大兴区,17.4,1.0
2024-06-07 17:35:15,2024-06-07 17:42:15,海淀区,西城区,16.5,4.4
2024-06-17 01:56:29,2024-06-17 02:01:29,房山区,东城区,16.5,2.9
2024-06-02 11:45:08,2024-06-02 11:57:08,通州区,昌平区,24.0,7.3
2024-06-29 13:18:34,2024-06-29 13:30:34,西城区,通州区,25.4,6.9
2024-06-25 18:52:04,2024-06-25 19:03:04,朝阳区,朝阳区,24.4,6.4
2024-06-21 16:42:50,2024-06-21 17:22:50,昌平区,海淀区,40.0,14.3
2024-06-03 12:30:04,2024-06-03 12:46:04,朝阳区,房山区,24.4,6.6
2024-06-24 04:32:56,2024-06-24 04:54:56,门头沟区,东城区,31.5,10.8
2024-06-04 17:55:45,2024-06-04 18:15:45,朝阳区,通州区,31.0,10.2
2024-06-24 18:00:35,2024-06-24 18:13:35,东城区,海淀区,25.5,6.3
2024-06-26 07:19:34,2024-06-26 07:28:34,大兴区,门头沟区,18.2,5.1
2024-06-25 04:26:59,2024-06-25 04:42:59,西城区,丰台区,25.2,7.8
2024-06-14 18:23:06,2024-06-14 18:26:06,海淀区,通州区,14.6,1.0
2024-06-26 17:07:44,2024-06-26 17:14:44,东城区,房山区,14.4,3.1
2024-06-18 12:37:14,2024-06-18 13:11:14,朝阳区,海淀区,45.7,15.2
2024-06-27 21:36:02,2024-06-27 21:58:02,石景山区,门头沟区,36.8,11.4
2024-06-30 17:05:56,2024-06-30 17:08:56,西城区,通州区,14.6,1.0
2024-06-27 07:06:34,2024-06-27 07:55:34,朝阳区,昌平区,48.0,18.0
2024-06-09 12:19:07,2024-06-09 12:55:07,通州区,朝阳区,33.3,10.3
2024-06-25 10:23:57,2024-06-25 10:40:57,西城区,顺义区,33.4,11.4
2024-06-26 13:48:15,2024-06-26 14:00:15,房山区,昌平区,28.8,8.0
2024-06-30 19:36:15,2024-06-30 19:39:15,通州区,昌平区,15.5,1.0
2024-07-01 11:13:59,2024-07-01 11:35:59,昌平区,西城区,30.7,8.9
2024-06-23 14:11:39,2024-06-23 14:24:39,西城区,顺义区,16.1,3.3
2024-06-01 20:10:25,2024-06-01 20:40:25,丰台区,大兴区,32.4,10.6
2024-06-22 15:56:03,2024-06-22 15:59:03,昌平区,丰台区,14.7,1.0
2024-06-11 20:54:45,2024-06-11 21:06:45,海淀区,丰台区,21.0,5.5
2024-06-08 12:54:32,2024-06-08 13:11:32,海淀区,通州区,25.8,7.4
2024-06-09 18:51:35,2024-06-09 19:05:35,海淀区,丰台区,34.0,10.2
2024-06-18 17:21:55,2024-06-18 17:28:55,西城区,石景山区,18.6,5.2
2024-06-01 20:05:27,2024-06-01 20:08:27,朝阳区,门头沟区,17.7,1.0
2024-06-28 09:07:09,2024-06-28 09:23:09,西城区,顺义区,27.5,8.4
2024-06-13 09:37:11,2024-06-13 10:04:11,朝阳区,通州区,30.8,10.5
2024-06-12 11:00:19,2024-06-12 11:18:19,昌平区,西城区,27.0,7.4
2024-07-01 15:37:01,2024-07-01 16:30:01,朝阳区,丰台区,38.7,12.2
2024-06-28 13:00:19,2024-06-28 13:19:19,海淀区,丰台区,32.9,10.0
2024-06-16 17:50:11,2024-06-16 18:24:11,海淀区,顺义区,48.5,17.7
2024-06-29 16:31:10,2024-06-29 17:03:10,房山区,东城区,35.6,10.9
2024-06-06 18:16:50,2024-06-06 18:46:50,石景山区,房山区,50.2,17.6
2024-06-16 10:03:13,2024-06-16 10:06:13,昌平区,朝阳区,14.3,1.0
2024-06-23 15:02:50,2024-06-23 15:07:50,朝阳区,昌平区,13.7,2.2
2024-06-25 17:31:32,2024-06-25 17:53:32,顺义区,昌平区,37.8,12.6
2024-06-11 09:31:19,2024-06-11 09:39:19,朝阳区,顺义区,18.3,5.0
2024-06-26 19:36:27,2024-06-26 19:56:27,东城区,东城区,37.3,12.9
2024-06-26 09:30:31,2024-06-26 09:56:31,海淀区,顺义区,26.3,7.9
2024-06-04 09:31:29,2024-06-04 09:48:29,朝阳区,朝阳区,26.6,6.9
2024-06-26 16:01:03,2024-06-26 16:24:03,丰台区,西城区,30.7,10.2
2024-06-18 08:52:05,2024-06-18 09:09:05,丰台区,大兴区,31.3,10.1
2024-06-02 13:48:34,2024-06-02 14:01:34,朝阳区,东城区,33.9,11.3
2024-06-02 18:57:28,2024-06-02 19:21:28,石景山区,昌平区,38.9,13.4
2024-07-01 12:04:14,2024-07-01 12:07:14,顺义区,西城区,13.5,1.0
2024-06-06 07:22:57,2024-06-06 07:57:57,房山区,朝阳区,40.1,14.0
2024-06-18 15:59:27,2024-06-18 16:06:27,大兴区,门头沟区,15.3,3.5
2024-06-30 12:31:32,2024-06-30 12:50:32,门头沟区,大兴区,20.5,6.0
2024-06-09 13:53:40,2024-06-09 14:09:40,大兴区,东城区,24.6,6.2
2024-06-25 09:00:25,2024-06-25 09:22:25,大兴区,石景山区,24.3,7.5
2024-06-06 11:54:30,2024-06-06 12:14:30,石景山区,西城区,35.9,12.5
2024-06-01 10:16:25,2024-06-01 10:24:25,东城区,丰台区,14.7,3.3
2024-06-25 19:44:22,2024-06-25 20:06:22,通州区,东城区,43.6,15.8
2024-06-16 17:26:05,2024-06-16 17:38:05,通州区,海淀区,19.6,5.2
2024-06-28 10:39:06,2024-06-28 10:58:06,海淀区,丰台区,30.6,9.3
2024-06-23 11:15:07,2024-06-23 11:26:07,昌平区,海淀区,18.4,4.5
2024-06-03 04:26:32,2024-06-03 04:54:32,石景山区,大兴区,33.1,11.4
2024-06-24 11:21:54,2024-06-24 11:29:54,丰台区,朝阳区,24.1,6.2
2024-06-28 12:55:15,2024-06-28 13:02:15,通州区,大兴区,17.6,3.0
2024-06-02 17:08:04,2024-06-02 17:26:04,顺义区,丰台区,27.3,7.7
2024-06-13 20:05:56,2024-06-13 20:08:56,昌平区,昌平区,13.8,1.0
2024-06-05 17:40:23,2024-06-05 18:08:23,通州区,门头沟区,47.7,17.9
2024-06-11 11:14:31,2024-06-11 11:19:31,东城区,东城区,15.4,2.7
2024-06-27 17:34:08,2024-06-27 17:59:08,海淀区,房山区,35.6,10.9
2024-06-28 12:39:07,2024-06-28 12:45:07,丰台区,朝阳区,16.8,4.1
2024-06-27 17:59:47,2024-06-27 18:05:47,石景山区,顺义区,13.7,1.6
2024-06-13 12:40:50,2024-06-13 12:46:50,东城区,石景山区,15.4,1.2
2024-06-28 17:38:21,2024-06-28 17:41:21,海淀区,海淀区,14.1,1.0
2024-06-30 12:49:40,2024-06-30 13:26:40,朝阳区,丰台区,38.1,13.6
2024-06-29 13:04:38,2024-06-29 13:15:38,西城区,昌平区,22.1,4.8
2024-06-14 14:17:17,2024-06-14 14:32:17,石景山区,大兴区,37.8,11.7
2024-06-19 19:56:33,2024-06-19 20:17:33,朝阳区,大兴区,22.8,6.8
2024-06-04 09:55:35,2024-06-04 10:16:35,昌平区,门头沟区,28.4,9.0
2024-06-11 15:00:46,2024-06-11 15:03:46,房山区,海淀区,13.2,1.6
2024-06-25 08:56:10,2024-06-25 09:16:10,顺义区,东城区,31.0,10.1
2024-06-24 12:37:52,2024-06-24 12:51:52,东城区,丰台区,24.5,6.2
2024-06-04 17:47:14,2024-06-04 18:12:14,顺义区,房山区,50.1,17.3
2024-06-22 14:16:46,2024-06-22 15:13:46,海淀区,海淀区,50.2,17.0
2024-06-03 10:43:38,2024-06-03 10:47:38,房山区,石景山区,15.8,2.2
2024-06-06 12:57:22,2024-06-06 13:20:22,昌平区,丰台区,35.0,10.8
2024-06-11 17:29:32,2024-06-11 17:40:32,通州区,西城区,27.1,7.8
2024-06-20 04:16:52,2024-06-20 04:27:52,通州区,昌平区,33.5,10.2
2024-06-06 13:21:42,2024-06-06 13:31:42,东城区,石景山区,19.3,5.6
2024-06-21 19:05:17,2024-06-21 19:08:17,海淀区,西城区,17.4,1.0
2024-06-20 19:00:36,2024-06-20 19:34:36,朝阳区,丰台区,30.0,10.3
2024-06-14 15:30:12,2024-06-14 15:33:12,丰台区,顺义区,15.7,1.0
2024-06-30 11:08:04,2024-06-30 11:17:04,海淀区,丰台区,20.6,4.4
2024-06-18 05:26:55,2024-06-18 05:32:55,海淀区,大兴区,16.7,3.1
2024-06-05 04:58:29,2024-06-05 05:13:29,通州区,通州区,22.8,6.9
2024-06-06 18:33:54,2024-06-06 18:58:54,大兴区,丰台区,37.1,12.8
2024-06-15 10:42:07,2024-06-15 10:55:07,石景山区,石景山区,18.0,3.9
2024-06-15 16:57:16,2024-06-15 17:16:16,丰台区,昌平区,30.1,10.4
2024-06-11 12:53:16,2024-06-11 13:45:16,朝阳区,石景山区,29.3,8.7
2024-06-30 13:38:32,2024-06-30 13:41:32,朝阳区,海淀区,16.1,2.0
2024-06-10 10:36:40,2024-06-10 10:41:40,东城区,石景山区,16.5,3.6
2024-06-15 07:20:55,2024-06-15 07:44:55,房山区,西城区,33.3,10.3
2024-06-30 16:44:00,2024-06-30 17:01:00,朝阳区,朝阳区,31.0,9.7
2024-06-18 14:21:45,2024-06-18 14:40:45,昌平区,顺义区,33.3,11.6
2024-06-12 11:03:11,2024-06-12 11:06:11,石景山区,朝阳区,15.2,1.0
2024-06-14 06:09:25,2024-06-14 06:17:25,房山区,东城区,19.4,3.7
2024-06-02 08:05:48,2024-06-02 08:38:48,东城区,昌平区,49.8,17.1
2024-06-02 14:35:48,2024-06-02 14:40:48,朝阳区,顺义区,16.0,1.0
